run_idx,ts,scenario,status,min_ttc,max_jerk,max_yaw,max_lat_accel,brake_delay,recovery,lane_dev,overshoot,rtf,slowmo,latency_med,latency_p95,collisions,completed,n_metric_frames,n_events,duration_s,jsonl
148,2026-06-30T02:07:20,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0148_C2_20260630_020516.jsonl
149,2026-06-30T02:09:30,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0149_C1_20260630_020725.jsonl
150,2026-06-30T02:11:40,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0150_C2_20260630_020935.jsonl
151,2026-06-30T02:12:49,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0151_C1_20260630_021145.jsonl
152,2026-06-30T02:14:59,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0152_C2_20260630_021254.jsonl
153,2026-06-30T02:17:08,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0153_C1_20260630_021504.jsonl
154,2026-06-30T02:19:18,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0154_C2_20260630_021713.jsonl
155,2026-06-30T02:21:28,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0155_C1_20260630_021923.jsonl
156,2026-06-30T02:23:37,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0156_C2_20260630_022133.jsonl
157,2026-06-30T02:25:47,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0157_C1_20260630_022342.jsonl
158,2026-06-30T02:26:57,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0158_C2_20260630_022552.jsonl
159,2026-06-30T02:28:06,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0159_C1_20260630_022702.jsonl
160,2026-06-30T02:30:16,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0160_C2_20260630_022811.jsonl
161,2026-06-30T02:31:25,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0161_C1_20260630_023021.jsonl
162,2026-06-30T02:33:35,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0162_C2_20260630_023130.jsonl
163,2026-06-30T02:34:44,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0163_C1_20260630_023340.jsonl
164,2026-06-30T02:36:54,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0164_C2_20260630_023449.jsonl
165,2026-06-30T02:38:03,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0165_C1_20260630_023659.jsonl
166,2026-06-30T02:40:13,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0166_C2_20260630_023808.jsonl
167,2026-06-30T02:41:23,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0167_C1_20260630_024018.jsonl
168,2026-06-30T02:43:32,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0168_C2_20260630_024128.jsonl
169,2026-06-30T02:44:42,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0169_C1_20260630_024337.jsonl
170,2026-06-30T02:46:51,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0170_C2_20260630_024447.jsonl
171,2026-06-30T02:48:01,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0171_C1_20260630_024656.jsonl
172,2026-06-30T02:50:11,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0172_C2_20260630_024806.jsonl
173,2026-06-30T02:52:20,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0173_C1_20260630_025016.jsonl
174,2026-06-30T02:54:30,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0174_C2_20260630_025225.jsonl
175,2026-06-30T02:55:39,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0175_C1_20260630_025435.jsonl
176,2026-06-30T02:56:49,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0176_C2_20260630_025544.jsonl
177,2026-06-30T02:58:58,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0177_C1_20260630_025654.jsonl
178,2026-06-30T03:01:08,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0178_C2_20260630_025903.jsonl
179,2026-06-30T03:03:18,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0179_C1_20260630_030113.jsonl
180,2026-06-30T03:05:28,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0180_C2_20260630_030323.jsonl
181,2026-06-30T03:06:37,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0181_C1_20260630_030533.jsonl
182,2026-06-30T03:07:46,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0182_C2_20260630_030642.jsonl
183,2026-06-30T03:08:56,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0183_C1_20260630_030751.jsonl
184,2026-06-30T03:10:05,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0184_C2_20260630_030901.jsonl
185,2026-06-30T03:11:15,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0185_C1_20260630_031010.jsonl
186,2026-06-30T03:12:24,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0186_C2_20260630_031120.jsonl
187,2026-06-30T03:14:34,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0187_C1_20260630_031229.jsonl
188,2026-06-30T03:15:44,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0188_C2_20260630_031439.jsonl
189,2026-06-30T03:17:53,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0189_C1_20260630_031549.jsonl
190,2026-06-30T03:20:03,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0190_C2_20260630_031758.jsonl
191,2026-06-30T03:21:12,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0191_C1_20260630_032008.jsonl
192,2026-06-30T03:22:22,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0192_C2_20260630_032117.jsonl
193,2026-06-30T03:24:31,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0193_C1_20260630_032227.jsonl
194,2026-06-30T03:26:41,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0194_C2_20260630_032436.jsonl
195,2026-06-30T03:28:51,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0195_C1_20260630_032646.jsonl
196,2026-06-30T03:30:00,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0196_C2_20260630_032856.jsonl
197,2026-06-30T03:31:10,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0197_C1_20260630_033005.jsonl
198,2026-06-30T03:32:19,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0198_C2_20260630_033115.jsonl
199,2026-06-30T03:34:28,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0199_C1_20260630_033224.jsonl
200,2026-06-30T03:35:38,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0200_C2_20260630_033433.jsonl
201,2026-06-30T03:36:47,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0201_C1_20260630_033543.jsonl
202,2026-06-30T03:38:57,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0202_C2_20260630_033652.jsonl
203,2026-06-30T03:41:06,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0203_C1_20260630_033902.jsonl
204,2026-06-30T03:42:16,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0204_C2_20260630_034111.jsonl
205,2026-06-30T03:43:25,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0205_C1_20260630_034221.jsonl
206,2026-06-30T03:45:35,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0206_C2_20260630_034330.jsonl
207,2026-06-30T03:46:44,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0207_C1_20260630_034540.jsonl
208,2026-06-30T03:48:54,C2,exit_1,,,,,,,,,,,,,,0,,,122.1,run0208_C2_20260630_034649.jsonl
209,2026-06-30T03:50:03,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0209_C1_20260630_034859.jsonl
210,2026-06-30T03:52:13,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0210_C2_20260630_035008.jsonl
211,2026-06-30T03:53:23,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0211_C1_20260630_035218.jsonl
212,2026-06-30T03:55:29,C2,exit_1,,,,,,,,,,,,,,0,,,118.7,run0212_C2_20260630_035328.jsonl
213,2026-06-30T03:56:38,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0213_C1_20260630_035534.jsonl
214,2026-06-30T03:57:48,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0214_C2_20260630_035643.jsonl
215,2026-06-30T03:59:58,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0215_C1_20260630_035753.jsonl
216,2026-06-30T04:01:07,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0216_C2_20260630_040003.jsonl
217,2026-06-30T04:02:16,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0217_C1_20260630_040112.jsonl
218,2026-06-30T04:03:26,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0218_C2_20260630_040221.jsonl
219,2026-06-30T04:04:35,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0219_C1_20260630_040331.jsonl
220,2026-06-30T04:06:45,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0220_C2_20260630_040440.jsonl
221,2026-06-30T04:07:54,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0221_C1_20260630_040650.jsonl
222,2026-06-30T04:10:04,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0222_C2_20260630_040759.jsonl
223,2026-06-30T04:11:14,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0223_C1_20260630_041009.jsonl
224,2026-06-30T04:13:23,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0224_C2_20260630_041119.jsonl
225,2026-06-30T04:14:33,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0225_C1_20260630_041328.jsonl
226,2026-06-30T04:15:42,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0226_C2_20260630_041438.jsonl
227,2026-06-30T04:17:52,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0227_C1_20260630_041547.jsonl
228,2026-06-30T04:19:01,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0228_C2_20260630_041757.jsonl
229,2026-06-30T04:21:11,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0229_C1_20260630_041906.jsonl
230,2026-06-30T04:23:21,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0230_C2_20260630_042116.jsonl
231,2026-06-30T04:24:30,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0231_C1_20260630_042326.jsonl
232,2026-06-30T04:25:40,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0232_C2_20260630_042435.jsonl
233,2026-06-30T04:26:49,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0233_C1_20260630_042545.jsonl
234,2026-06-30T04:28:59,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0234_C2_20260630_042654.jsonl
235,2026-06-30T04:30:08,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0235_C1_20260630_042904.jsonl
236,2026-06-30T04:31:18,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0236_C2_20260630_043013.jsonl
237,2026-06-30T04:33:27,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0237_C1_20260630_043123.jsonl
238,2026-06-30T04:34:37,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0238_C2_20260630_043332.jsonl
239,2026-06-30T04:36:46,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0239_C1_20260630_043442.jsonl
240,2026-06-30T04:37:56,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0240_C2_20260630_043651.jsonl
241,2026-06-30T04:40:05,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0241_C1_20260630_043801.jsonl
242,2026-06-30T04:42:15,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0242_C2_20260630_044010.jsonl
243,2026-06-30T04:43:24,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0243_C1_20260630_044220.jsonl
244,2026-06-30T04:44:34,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0244_C2_20260630_044329.jsonl
245,2026-06-30T04:46:43,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0245_C1_20260630_044439.jsonl
246,2026-06-30T04:47:53,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0246_C2_20260630_044648.jsonl
247,2026-06-30T04:50:02,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0247_C1_20260630_044758.jsonl
248,2026-06-30T04:52:12,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0248_C2_20260630_045007.jsonl
249,2026-06-30T04:53:22,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0249_C1_20260630_045217.jsonl
250,2026-06-30T04:55:31,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0250_C2_20260630_045327.jsonl
251,2026-06-30T04:57:41,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0251_C1_20260630_045536.jsonl
252,2026-06-30T04:59:51,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0252_C2_20260630_045746.jsonl
253,2026-06-30T05:01:00,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0253_C1_20260630_045956.jsonl
254,2026-06-30T05:03:10,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0254_C2_20260630_050105.jsonl
255,2026-06-30T05:05:20,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0255_C1_20260630_050315.jsonl
256,2026-06-30T05:06:29,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0256_C2_20260630_050525.jsonl
257,2026-06-30T05:07:38,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0257_C1_20260630_050634.jsonl
258,2026-06-30T05:08:48,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0258_C2_20260630_050743.jsonl
259,2026-06-30T05:09:57,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0259_C1_20260630_050853.jsonl
260,2026-06-30T05:12:07,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0260_C2_20260630_051002.jsonl
261,2026-06-30T05:14:17,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0261_C1_20260630_051212.jsonl
262,2026-06-30T05:16:26,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0262_C2_20260630_051422.jsonl
263,2026-06-30T05:17:36,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0263_C1_20260630_051631.jsonl
264,2026-06-30T05:19:46,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0264_C2_20260630_051741.jsonl
265,2026-06-30T05:21:55,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0265_C1_20260630_051951.jsonl
266,2026-06-30T05:24:05,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0266_C2_20260630_052200.jsonl
267,2026-06-30T05:25:15,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0267_C1_20260630_052410.jsonl
268,2026-06-30T05:26:24,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0268_C2_20260630_052520.jsonl
269,2026-06-30T05:28:34,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0269_C1_20260630_052629.jsonl
270,2026-06-30T05:29:43,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0270_C2_20260630_052839.jsonl
271,2026-06-30T05:30:53,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0271_C1_20260630_052948.jsonl
272,2026-06-30T05:33:03,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0272_C2_20260630_053058.jsonl
273,2026-06-30T05:34:12,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0273_C1_20260630_053308.jsonl
274,2026-06-30T05:36:22,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0274_C2_20260630_053417.jsonl
275,2026-06-30T05:37:31,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0275_C1_20260630_053627.jsonl
276,2026-06-30T05:39:41,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0276_C2_20260630_053736.jsonl
277,2026-06-30T05:41:51,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0277_C1_20260630_053946.jsonl
278,2026-06-30T05:43:00,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0278_C2_20260630_054156.jsonl
279,2026-06-30T05:44:10,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0279_C1_20260630_054305.jsonl
280,2026-06-30T05:45:19,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0280_C2_20260630_054415.jsonl
281,2026-06-30T05:47:29,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0281_C1_20260630_054524.jsonl
282,2026-06-30T05:49:38,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0282_C2_20260630_054734.jsonl
283,2026-06-30T05:50:48,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0283_C1_20260630_054943.jsonl
284,2026-06-30T05:52:57,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0284_C2_20260630_055053.jsonl
285,2026-06-30T05:55:07,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0285_C1_20260630_055303.jsonl
286,2026-06-30T05:56:17,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0286_C2_20260630_055512.jsonl
287,2026-06-30T05:57:26,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0287_C1_20260630_055622.jsonl
288,2026-06-30T05:59:36,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0288_C2_20260630_055731.jsonl
289,2026-06-30T06:00:45,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0289_C1_20260630_055941.jsonl
290,2026-06-30T06:01:55,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0290_C2_20260630_060050.jsonl
291,2026-06-30T06:04:05,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0291_C1_20260630_060200.jsonl
292,2026-06-30T06:05:14,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0292_C2_20260630_060410.jsonl
293,2026-06-30T06:06:24,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0293_C1_20260630_060519.jsonl
294,2026-06-30T06:07:33,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0294_C2_20260630_060629.jsonl
295,2026-06-30T06:09:43,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0295_C1_20260630_060738.jsonl
296,2026-06-30T06:10:52,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0296_C2_20260630_060948.jsonl
297,2026-06-30T06:13:02,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0297_C1_20260630_061057.jsonl
298,2026-06-30T06:14:11,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0298_C2_20260630_061307.jsonl
299,2026-06-30T06:16:21,C1,exit_1,,,,,,,,,,,,,,0,,,122.1,run0299_C1_20260630_061416.jsonl
300,2026-06-30T06:17:31,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0300_C2_20260630_061626.jsonl
301,2026-06-30T06:19:40,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0301_C1_20260630_061736.jsonl
302,2026-06-30T06:21:50,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0302_C2_20260630_061945.jsonl
303,2026-06-30T06:22:59,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0303_C1_20260630_062155.jsonl
304,2026-06-30T06:25:09,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0304_C2_20260630_062304.jsonl
305,2026-06-30T06:26:19,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0305_C1_20260630_062514.jsonl
306,2026-06-30T06:27:28,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0306_C2_20260630_062624.jsonl
307,2026-06-30T06:29:38,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0307_C1_20260630_062733.jsonl
308,2026-06-30T06:30:47,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0308_C2_20260630_062943.jsonl
309,2026-06-30T06:31:57,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0309_C1_20260630_063052.jsonl
310,2026-06-30T06:34:06,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0310_C2_20260630_063202.jsonl
311,2026-06-30T06:35:16,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0311_C1_20260630_063411.jsonl
312,2026-06-30T06:37:25,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0312_C2_20260630_063521.jsonl
313,2026-06-30T06:38:35,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0313_C1_20260630_063730.jsonl
314,2026-06-30T06:39:44,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0314_C2_20260630_063840.jsonl
315,2026-06-30T06:41:54,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0315_C1_20260630_063949.jsonl
316,2026-06-30T06:44:03,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0316_C2_20260630_064159.jsonl
317,2026-06-30T06:45:13,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0317_C1_20260630_064408.jsonl
318,2026-06-30T06:47:22,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0318_C2_20260630_064518.jsonl
319,2026-06-30T06:49:32,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0319_C1_20260630_064727.jsonl
320,2026-06-30T06:50:41,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0320_C2_20260630_064937.jsonl
321,2026-06-30T06:52:51,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0321_C1_20260630_065046.jsonl
322,2026-06-30T06:54:00,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0322_C2_20260630_065256.jsonl
323,2026-06-30T06:56:10,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0323_C1_20260630_065405.jsonl
324,2026-06-30T06:58:20,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0324_C2_20260630_065615.jsonl
325,2026-06-30T06:59:29,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0325_C1_20260630_065825.jsonl
326,2026-06-30T07:00:38,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0326_C2_20260630_065934.jsonl
327,2026-06-30T07:02:48,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0327_C1_20260630_070043.jsonl
328,2026-06-30T07:03:57,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0328_C2_20260630_070253.jsonl
329,2026-06-30T07:05:07,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0329_C1_20260630_070402.jsonl
330,2026-06-30T07:07:16,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0330_C2_20260630_070512.jsonl
331,2026-06-30T07:09:26,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0331_C1_20260630_070721.jsonl
332,2026-06-30T07:11:35,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0332_C2_20260630_070931.jsonl
333,2026-06-30T07:12:45,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0333_C1_20260630_071140.jsonl
334,2026-06-30T07:13:54,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0334_C2_20260630_071250.jsonl
335,2026-06-30T07:15:04,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0335_C1_20260630_071359.jsonl
336,2026-06-30T07:17:13,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0336_C2_20260630_071509.jsonl
337,2026-06-30T07:18:23,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0337_C1_20260630_071718.jsonl
338,2026-06-30T07:20:33,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0338_C2_20260630_071828.jsonl
339,2026-06-30T07:22:42,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0339_C1_20260630_072038.jsonl
340,2026-06-30T07:24:52,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0340_C2_20260630_072247.jsonl
341,2026-06-30T07:27:01,C1,exit_1,,,,,,,,,,,,,,0,,,122.0,run0341_C1_20260630_072457.jsonl
342,2026-06-30T07:28:11,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0342_C2_20260630_072706.jsonl
343,2026-06-30T07:29:20,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0343_C1_20260630_072816.jsonl
344,2026-06-30T07:30:30,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0344_C2_20260630_072925.jsonl
345,2026-06-30T07:31:39,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0345_C1_20260630_073035.jsonl
